,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:52:39,0.06023643733,0.07422662239,0.08392607061,0.04444308804
2004-02-12 11:02:39,0.06145544216,0.07384408418,0.08445744421,0.04508140046
2004-02-12 11:12:39,0.0613607598,0.07560876996,0.08283680844,0.04511836515
2004-02-12 11:22:39,0.06166482738,0.07327862689,0.08487924215,0.04417222521
2004-02-12 11:32:39,0.06194389374,0.07459290004,0.08262630011,0.04465857708
2004-02-12 11:42:39,0.06123052883,0.07417159041,0.0820219249,0.04384008008
2004-02-12 11:52:39,0.06227974999,0.07580775428,0.0843722838,0.04427223009
2004-02-12 12:02:39,0.05989027785,0.0751147517,0.08450603057,0.04397397334
2004-02-12 12:12:39,0.06237125836,0.0755049563,0.0822379999,0.04417080912
2004-02-12 12:22:39,0.06083705259,0.07464759021,0.08055198008,0.04360154304
2004-02-12 12:32:39,0.06109014112,0.07483221837,0.08078705015,0.0435244885
2004-02-12 12:42:39,0.06259866204,0.0754881586,0.08062556765,0.04467928121
2004-02-12 12:52:39,0.06234069046,0.07560125006,0.08039816397,0.0442455198
2004-02-12 13:02:39,0.06162976708,0.07528429123,0.08099931637,0.04468836369
2004-02-12 13:12:39,0.06188495532,0.0759918453,0.08330416524,0.04454856194
2004-02-12 13:22:39,0.06124630109,0.07403252112,0.08016592607,0.04348210362
2004-02-12 13:32:39,0.06147629279,0.0753319498,0.08176219542,0.04415615997
2004-02-12 13:42:39,0.06184325407,0.07581947361,0.0815118414,0.04355427511
2004-02-12 13:52:39,0.06221309634,0.07592055276,0.08089569803,0.04392480102
2004-02-12 14:02:39,0.06262576298,0.0764063675,0.08229376434,0.04376580888
2004-02-12 14:12:39,0.06251403877,0.07490766151,0.08181249084,0.04342741345
2004-02-12 14:22:39,0.0626069144,0.07650100103,0.08113311197,0.04504121295
2004-02-12 14:32:39,0.06244855706,0.07664822501,0.08357327018,0.04451711509
2004-02-12 14:42:39,0.06132887348,0.07514195029,0.0825654573,0.04414287807
2004-02-12 14:52:39,0.06145202402,0.07666233703,0.08087235705,0.04386727868
2004-02-12 15:02:39,0.06127867572,0.07556155086,0.08216592607,0.04417979394
2004-02-12 15:12:39,0.06190634308,0.07515347429,0.08251682211,0.04384457249
2004-02-12 15:22:39,0.06188978954,0.07588436935,0.08026402656,0.04373260413
2004-02-12 15:32:39,0.06172835588,0.0756454905,0.08135905073,0.04327818741
2004-02-12 15:42:39,0.0632109478,0.07551774989,0.08134772206,0.04509233849
2004-02-12 15:52:39,0.06069144001,0.07611431222,0.08006855804,0.04403042141
2004-02-12 16:02:39,0.06227061868,0.07644362518,0.08200849651,0.04452233996
2004-02-12 16:12:39,0.06152678353,0.07732325797,0.08342111431,0.04420699253
2004-02-12 16:22:39,0.06150861858,0.07580379901,0.07935548611,0.04417452024
2004-02-12 16:32:39,0.06063054837,0.07618570243,0.08223721861,0.04436876801
2004-02-12 16:42:39,0.06268416427,0.07653127594,0.08133273109,0.04479032179
2004-02-12 16:52:39,0.06121915133,0.07574818106,0.08236495923,0.04437555545
2004-02-12 17:02:39,0.06141310611,0.07675887495,0.08168191806,0.04503310709
2004-02-12 17:12:39,0.06158030177,0.07701704185,0.08199179647,0.04467517945
2004-02-12 17:22:39,0.06191654866,0.0758276283,0.08108384198,0.04419200156
2004-02-12 17:32:39,0.06114947019,0.07548727965,0.07966375311,0.04365691684
2004-02-12 17:42:39,0.06146056936,0.07510537624,0.07857366082,0.04420738317
2004-02-12 17:52:39,0.06138336833,0.07671385322,0.08184300991,0.04396928561
2004-02-12 18:02:39,0.06011616778,0.0753441086,0.08125401631,0.04429425265
2004-02-12 18:12:39,0.0622623175,0.07608550222,0.08218594658,0.04443219884
2004-02-12 18:22:39,0.0607936911,0.07491440012,0.08278465745,0.04428482836
2004-02-12 18:32:39,0.06178412032,0.07634239953,0.08128546316,0.04467703501
2004-02-12 18:42:39,0.06062463987,0.07473821964,0.07950686069,0.04378451096
2004-02-12 18:52:39,0.06151267152,0.07669407686,0.08101352605,0.0445395283
2004-02-12 19:02:39,0.06163587089,0.07628448655,0.08007456419,0.04470091313
2004-02-12 19:12:39,0.0623930856,0.07596874847,0.08021128961,0.04393212559
2004-02-12 19:22:39,0.06057722545,0.0761395576,0.0799947263,0.04537951072
2004-02-12 19:32:39,0.06034889399,0.07478958934,0.08132643195,0.04391186093
2004-02-12 19:42:39,0.06146183896,0.07621260804,0.08161721764,0.04470643098
2004-02-12 19:52:39,0.06091967381,0.07606221007,0.08022632941,0.04386967137
2004-02-12 20:02:39,0.06096616046,0.07527335319,0.07948225011,0.04312896138
2004-02-12 20:12:39,0.06019703111,0.07481258851,0.07934703843,0.04292226183
2004-02-12 20:22:39,0.06161287172,0.07699130817,0.08146364569,0.04310464378
2004-02-12 20:32:39,0.06208740661,0.07583138825,0.08092773085,0.04437570194
2004-02-12 20:42:39,0.06077889545,0.07588881293,0.08136720543,0.04335421651
2004-02-12 20:52:39,0.06226422189,0.07571717369,0.0812778456,0.0451602129
2004-02-12 21:02:39,0.06065432882,0.0763487475,0.07916695151,0.04433741882
2004-02-12 21:12:39,0.06083656429,0.075146931,0.08072527955,0.04398915963
2004-02-12 21:22:39,0.06067879291,0.07604331266,0.07927486694,0.04434591533
2004-02-12 21:32:39,0.06081507886,0.076158455,0.08137042824,0.04371976171
2004-02-12 21:42:39,0.06051096245,0.07613301431,0.08050012208,0.04365970018
2004-02-12 21:52:39,0.06051569901,0.07633063138,0.08049387177,0.04317676644
2004-02-12 22:02:39,0.06074896235,0.07604946531,0.08059182577,0.04435997851
2004-02-12 22:12:39,0.05940265638,0.07486503247,0.07983216954,0.044023048
2004-02-12 22:22:39,0.06052702769,0.07673377606,0.08193280922,0.04424219933
2004-02-12 22:32:39,0.06077078959,0.07572293569,0.08063118316,0.0450512232
2004-02-12 22:42:39,0.0617418331,0.07780155281,0.08116314273,0.04440246106
2004-02-12 22:52:39,0.06189354949,0.07697353386,0.0818628351,0.04470989794
2004-02-12 23:02:39,0.06124337126,0.07546354802,0.07919278285,0.0446771815
2004-02-12 23:12:39,0.06040895552,0.07673021144,0.08058205967,0.04415362078
2004-02-12 23:22:39,0.06159534157,0.07602373163,0.08013433273,0.04375008545
2004-02-12 23:32:39,0.06002387812,0.07503813663,0.07704360564,0.04395243908
2004-02-12 23:42:39,0.06083685727,0.07633165682,0.08231607989,0.04457610235
2004-02-12 23:52:39,0.06048137116,0.07487987695,0.0810040041,0.0433700376
2004-02-13 0:02:39,0.05913394209,0.07498149324,0.07953000635,0.04444103716
2004-02-13 0:12:39,0.06067820694,0.07566306949,0.0799371063,0.04406064749
2004-02-13 0:22:39,0.06073284828,0.07454006543,0.07784852776,0.04454309292
2004-02-13 0:32:39,0.06110459495,0.07638942331,0.078023048,0.0436651692
2004-02-13 0:42:39,0.06074764393,0.07522764783,0.07877122906,0.04457981347
2004-02-13 0:52:39,0.06091508374,0.07495073002,0.07895307388,0.0435072025
2004-02-13 1:02:39,0.05888021876,0.0745100835,0.07851525953,0.04434293667
2004-02-13 1:12:39,0.06084139851,0.0761912691,0.08101245178,0.04484769764
2004-02-13 1:22:39,0.06119073197,0.07577186386,0.08181571366,0.0438404219
2004-02-13 1:32:39,0.06205762,0.07565369403,0.07986786464,0.04357302603
2004-02-13 1:42:39,0.06005605742,0.0752663216,0.08102392695,0.04422452268
2004-02-13 1:52:39,0.0605787392,0.0753694028,0.08169432101,0.04352429318
2004-02-13 2:02:39,0.05935529079,0.07500517603,0.0789331022,0.04410366717
2004-02-13 2:12:39,0.06148410567,0.07577635627,0.08110391132,0.04393232091
2004-02-13 2:22:39,0.0606813321,0.07605029542,0.07910474144,0.04401606524
2004-02-13 2:32:39,0.06147541384,0.07594565164,0.07998090727,0.0444927975
